CLIENTNUM,Attrition_Numeric,Customer_Age_zScore,Credit_Limit_log,Total_Revolving_Bal_divMedian,Total_Trans_Amt_log,Avg_Utilization_Ratio,Gender,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book_zScore,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon
778971408,0,-1.2881014980803016,7.938445551164788,1.4482758620689655,7.584773077612199,0.659,M,4,Doctorate,Married,60K - 80K,Blue,-2.370192466778925,5,2,4
802087683,0,-1.7870774616288654,8.608495349823023,1.1684952978056429,7.806289289267033,0.272,M,0,Post-Graduate,Married,60K - 80K,Blue,-1.243223371167142,6,2,3
713241033,0,-1.5375894798545835,8.55159461813357,0.7656739811912225,7.785305182539862,0.189,M,0,Graduate,Married,60K - 80K,Blue,-1.243223371167142,4,3,3
721500108,0,-0.539637552757456,8.227108234348146,0.0,8.389814262086407,0.0,M,1,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,5,3,2
757266933,0,0.7078023561139535,9.37746368501224,0.7280564263322884,7.796057974316123,0.079,M,2,Post-Graduate,Married,60K - 80K,Blue,1.1359336084577345,4,1,4
709122483,0,1.2067783196625173,7.931284761525891,1.1959247648902822,7.554334823725748,0.548,M,3,Graduate,Married,60K - 80K,Blue,0.1341833012472602,3,3,0
786087633,0,1.705754283211081,7.922623574217286,1.9600313479623823,7.408530566894626,0.906,M,0,Graduate,Married,60K - 80K,Blue,2.2629027040695178,4,1,0
710164683,0,-1.6623334707417243,7.958227192322312,1.9725705329153604,7.717351272185329,0.88,M,1,Graduate,Married,60K - 80K,Blue,-1.7440985247723788,3,1,3
755365233,0,-1.5375894798545835,9.898475010712584,1.2390282131661443,8.280964400553373,0.079,M,1,Graduate,Married,60K - 80K,Blue,-1.1180045827658325,5,2,4
715519983,0,-0.4148935618703149,9.514363204016016,1.134796238244514,9.076923258535832,0.107,M,2,Post-Graduate,Married,60K - 80K,Blue,-0.2414730639566675,1,1,3
712762758,0,-0.0406615892088921,9.153875834995056,1.0031347962382444,8.064321960910803,0.135,M,2,Graduate,Married,60K - 80K,Blue,-0.2414730639566675,4,2,0
715306983,1,-0.539637552757456,7.531552381407289,0.0,7.949091499830517,0.0,M,5,High School,Married,60K - 80K,Blue,0.0089645128459509,1,2,3
717066408,0,-1.2881014980803016,8.62155320674048,1.1896551724137931,7.8399193600125825,0.274,M,2,Graduate,Married,60K - 80K,Blue,0.0089645128459509,3,1,4
771963708,1,1.2067783196625173,9.41311793733752,0.0,6.642486801367256,0.0,M,3,Graduate,Married,60K - 80K,Blue,1.1359336084577345,5,3,2
710170758,1,-1.7870774616288654,8.404919948933452,1.8268025078369905,9.025696119812585,0.522,M,0,Post-Graduate,Married,60K - 80K,Blue,-1.368442159568451,6,2,2
815767983,0,-0.1654055800960331,7.271217139609844,0.0,8.4906438561827,0.0,M,0,Graduate,Married,60K - 80K,Blue,0.5098396664511881,4,3,3
789291633,0,1.955242264985363,8.60337088765729,0.7578369905956113,7.330405211844402,0.177,M,0,Graduate,Married,60K - 80K,Blue,1.8872463388655905,3,2,0
721483158,0,0.0840824016782487,8.895355616996392,0.0,8.414495793177895,0.0,M,3,Graduate,Married,60K - 80K,Blue,-0.8675670059632139,4,3,3
713451408,0,0.0840824016782487,7.57198844937744,1.2962382445141063,8.129174996911793,0.851,M,4,High School,Divorced,60K - 80K,Blue,0.0089645128459509,6,1,3
802884933,0,1.8304982740982216,8.090708716083997,1.056426332288401,7.417580402414544,0.413,M,1,Graduate,Married,60K - 80K,Blue,2.388121492470827,6,2,3
715442958,0,0.9572903378882354,9.311722986264783,1.9725705329153604,7.519149957669823,0.227,M,2,Uneducated,Married,60K - 80K,Blue,0.0089645128459509,3,3,3
755262933,0,1.2067783196625173,7.271217139609844,0.0,7.27655640271871,0.0,M,2,Post-Graduate,Married,60K - 80K,Blue,1.6368087620629717,5,3,4
803665983,0,0.7078023561139535,7.91644286012226,1.7115987460815048,8.250358951477294,0.796,M,0,Graduate,Married,60K - 80K,Blue,1.2611523968590437,3,2,4
815838633,0,-1.5375894798545835,8.266164436612492,1.79153605015674,7.543802867501509,0.588,M,1,Graduate,Married,60K - 80K,Blue,-0.8675670059632139,3,2,3
768886533,0,-1.1633575071931606,8.505120610181969,0.9396551724137931,8.085178748074537,0.243,M,3,Graduate,Married,60K - 80K,Blue,-0.6171294291605954,3,1,3
711551958,1,1.58101029232394,7.271217139609844,0.0,6.738152494595957,0.0,M,2,Post-Graduate,Married,60K - 80K,Blue,1.2611523968590437,3,3,3
807584958,1,0.4583143743396716,9.956838728033125,0.0,7.540090320145325,0.0,M,3,Uneducated,Married,60K - 80K,Blue,1.1359336084577345,2,2,5
714544908,1,1.2067783196625173,8.736168065858228,0.0,9.102643796520807,0.0,M,4,Graduate,Divorced,60K - 80K,Blue,0.0089645128459509,6,3,3
767348733,0,1.2067783196625173,8.30844552038576,0.6214733542319749,9.671870704017296,0.195,M,2,Graduate,Married,60K - 80K,Blue,1.6368087620629717,3,3,3
714131058,0,-2.036565443403147,9.826228466989177,1.9725705329153604,7.356918242356021,0.136,M,0,Graduate,Married,60K - 80K,Blue,0.0089645128459509,3,5,3
716165508,0,0.5830583652268125,8.177234885510194,0.0,8.411388132519262,0.0,M,2,Uneducated,Married,60K - 80K,Blue,0.5098396664511881,2,1,1
715057383,0,-0.7891255345317377,9.748353055586138,0.9412225705329154,8.266421472984554,0.07,M,3,Graduate,Married,60K - 80K,Blue,-0.6171294291605954,6,3,4
768212583,0,0.3335703834525306,9.640628165515691,1.188087774294671,7.521859252201629,0.099,M,2,Graduate,Married,60K - 80K,Blue,0.8854960316551159,4,4,4
717551358,0,2.079986255872504,8.176391596633795,1.9725705329153604,7.731492029245684,0.708,M,0,Graduate,Married,60K - 80K,Blue,2.388121492470827,4,1,4
719360583,0,0.8325463470010944,8.125630988477065,1.3330721003134796,7.31455283232408,0.503,M,1,Graduate,Married,60K - 80K,Blue,1.1359336084577345,6,2,2
714746358,0,-1.0386135163060195,8.443761913330354,1.316614420062696,7.711548979629146,0.362,M,3,Graduate,Married,60K - 80K,Blue,-0.9927857943645232,3,1,2
708707808,0,1.331522310549658,7.8160138391590275,1.2413793103448276,8.142645185942795,0.639,M,2,Graduate,Married,60K - 80K,Blue,1.1359336084577345,4,1,2
709701558,0,0.0840824016782487,9.967916692691816,0.9804075235109718,7.286191714702382,0.059,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,1,2
716816583,0,1.8304982740982216,9.647497926816836,1.683385579937304,9.579348943073732,0.139,M,0,Graduate,Married,60K - 80K,Blue,1.5115899736616625,1,3,1
771772083,0,0.2088263925653897,9.48774481001683,0.0,9.03884005381381,0.0,M,4,Graduate,Married,60K - 80K,Blue,0.1341833012472602,2,1,1
715423233,0,-0.0406615892088921,7.489970898834801,0.6238244514106583,8.171599480345463,0.445,M,5,Graduate,Married,60K - 80K,Blue,-0.1162542755553582,3,3,3
718708908,0,1.4562663014367991,8.693999567522082,1.841692789968652,7.262628600974241,0.394,M,4,Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,2,4
719836083,0,0.9572903378882354,8.919586920999915,1.3730407523510972,7.341483852363161,0.234,M,4,Graduate,Married,60K - 80K,Blue,0.0089645128459509,3,4,2
712021233,1,-1.6623334707417243,10.06044856538989,0.0,9.143773127704067,0.0,M,3,Graduate,Married,60K - 80K,Blue,-2.620630043581544,5,1,3
717953283,0,-0.6643815436445969,7.660114319173928,0.9318181818181818,8.384575666801398,0.56,M,3,Graduate,Married,60K - 80K,Blue,-0.6171294291605954,5,2,2
778699908,1,-0.4148935618703149,9.578242059529382,0.0,6.818924065275521,0.0,M,2,Uneducated,Married,60K - 80K,Blue,-1.4936609479697602,2,3,3
779484408,0,-1.1633575071931606,9.84961197956681,0.9741379310344828,7.96346006663897,0.066,M,1,Graduate,Married,60K - 80K,Blue,-2.119754889976307,6,1,2
718875483,0,0.4583143743396716,9.76445534384057,1.3675548589341693,8.409830673087738,0.1,M,1,College,Married,60K - 80K,Blue,0.5098396664511881,4,2,4
720659283,0,-1.1633575071931606,8.11701408773731,1.4474921630094044,7.554858521040676,0.551,M,5,Graduate,Married,60K - 80K,Blue,-0.6171294291605954,5,3,4
708799983,1,-0.7891255345317377,9.8193447844237,0.6974921630094044,7.437206366871292,0.048,M,1,Post-Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,3,4
769756983,0,-1.0386135163060195,8.950143756459262,1.7452978056426331,7.832014180505469,0.289,M,3,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,3,1,2
720962208,1,-0.539637552757456,7.814399633804487,1.7633228840125392,8.446556111816797,0.909,M,2,Post-Graduate,Married,60K - 80K,Blue,-1.1180045827658325,2,2,2
798114033,0,-0.0406615892088921,8.980801413573113,1.1865203761755485,8.118207049405783,0.19,M,2,Graduate,Married,60K - 80K,Blue,0.5098396664511881,4,2,4
779223858,0,-1.1633575071931606,8.759197750371365,0.0,7.891704659330107,0.0,M,2,Graduate,Married,60K - 80K,Blue,-1.1180045827658325,4,2,4
718920708,0,-1.4128454889674424,8.564076777315087,1.1371473354231976,7.683403681053826,0.277,M,3,Graduate,Married,60K - 80K,Blue,-1.368442159568451,5,3,3
788621658,0,0.9572903378882354,7.554334823725748,1.3738244514106583,7.284134806195205,0.918,M,1,College,Married,60K - 80K,Blue,0.1341833012472602,6,3,2
711589758,0,-0.539637552757456,8.33375100695358,1.286050156739812,8.28576542051433,0.394,M,5,High School,Married,60K - 80K,Blue,-0.4919106407592861,1,2,2
718824783,0,0.4583143743396716,7.994969522697877,1.1230407523510972,7.593877844605118,0.483,M,2,Graduate,Divorced,60K - 80K,Blue,0.6350584548524973,6,1,3
720185058,1,-0.0406615892088921,8.358666283188,0.0,6.9726062513017535,0.0,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,3,4
712198983,0,-0.0406615892088921,8.08886878916199,0.0,8.06117135969092,0.0,M,4,Graduate,Married,60K - 80K,Blue,0.0089645128459509,3,3,3
716149383,0,1.955242264985363,8.20903626577507,0.70141065830721,7.440146680662688,0.244,M,0,Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,3,3
717308433,1,0.3335703834525306,7.580699752224563,0.0,7.720017940432244,0.0,M,5,Uneducated,Married,60K - 80K,Blue,0.8854960316551159,3,3,3
797743233,0,-0.1654055800960331,8.698847859222488,0.6778996865203761,8.421122722665503,0.144,M,3,Uneducated,Married,60K - 80K,Blue,0.3846208780498788,3,2,3
719248158,0,0.7078023561139535,8.890272839380247,1.1308777429467085,9.58417720462617,0.199,M,2,High School,Divorced,60K - 80K,Blue,0.7602772432538066,1,3,2
719196858,0,0.4583143743396716,8.780787468338929,1.7836990595611286,8.355614995760183,0.35,M,2,Graduate,Married,60K - 80K,Blue,0.3846208780498788,4,1,4
718025808,0,1.8304982740982216,8.674538762140015,1.5164576802507836,8.213110697596676,0.331,M,0,High School,Divorced,60K - 80K,Blue,1.8872463388655905,6,3,4
716037708,0,0.4583143743396716,9.156306483483696,0.8001567398119123,8.083328608786376,0.108,M,0,Uneducated,Divorced,60K - 80K,Blue,0.3846208780498788,6,3,3
710552733,1,-0.539637552757456,8.50976567558744,0.0,7.755767170102998,0.0,M,5,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,3,2
715174983,0,-0.7891255345317377,7.706612913964197,0.4678683385579937,8.11102783819368,0.269,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,4,4,4
713476758,0,-0.290149570983174,9.211040127090456,1.2429467084639498,8.368461137615839,0.158,M,4,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,4,1,1
789412458,1,-0.290149570983174,10.044379291233607,1.9725705329153604,8.498825534058053,0.109,M,2,Post-Graduate,Married,60K - 80K,Blue,-0.2414730639566675,6,3,4
719123958,1,-0.7891255345317377,8.527341522468053,0.0,7.667158255319148,0.0,M,4,Graduate,Divorced,60K - 80K,Blue,-1.1180045827658325,2,2,3
709447908,0,-0.1654055800960331,7.881559917056899,1.8095611285266455,8.0959035329611,0.872,M,2,Graduate,Married,60K - 80K,Blue,-0.3666918523579768,4,3,4
713233908,0,-1.6623334707417243,9.942275479743389,0.0,7.966586697638402,0.0,M,2,Graduate,Divorced,60K - 80K,Blue,-1.869317313173688,5,3,3
811775883,0,-0.0406615892088921,8.593598522618644,1.830721003134796,8.46252579007393,0.433,M,4,Graduate,Divorced,60K - 80K,Blue,0.6350584548524973,4,2,1
806256333,1,-0.6643815436445969,7.271217139609844,0.2445141065830721,7.487733761436444,0.217,M,4,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,3,5
719976558,0,0.0840824016782487,8.354438940114811,1.2241379310344829,7.53955882930103,0.368,M,2,Graduate,Married,60K - 80K,Blue,-0.2414730639566675,3,2,4
715391433,0,-1.0386135163060195,9.370842268630213,1.2225705329153604,7.669961995473577,0.133,M,0,Graduate,Married,60K - 80K,Blue,-0.3666918523579768,5,4,4
716570958,1,0.4583143743396716,9.575608290332934,0.4004702194357367,7.762596048540069,0.035,M,3,Post-Graduate,Divorced,60K - 80K,Blue,0.0089645128459509,3,2,3
714741933,0,-0.539637552757456,9.200895913148184,1.378526645768025,8.302265794873367,0.178,M,4,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,1,1,2
709693833,0,0.0840824016782487,9.13356731317027,1.2578369905956113,7.811163385025279,0.173,M,4,Graduate,Married,60K - 80K,Blue,-0.2414730639566675,6,3,0
819200133,0,-0.290149570983174,8.003363058629947,0.5031347962382445,8.443761913330354,0.215,M,3,Graduate,Married,60K - 80K,Blue,0.3846208780498788,5,4,3
789248958,0,-1.1633575071931606,7.988203597022576,1.9725705329153604,8.567696173589344,0.854,F,2,High School,Married,40k − 60K,Blue,-1.243223371167142,3,2,3
710487033,0,-0.290149570983174,7.271217139609844,0.0,8.399535147948004,0.0,F,2,High School,Married,40k − 60K,Blue,-0.9927857943645232,2,3,3
715168008,0,-1.2881014980803016,9.104424146384634,1.212382445141066,7.7823903355874595,0.172,M,3,Graduate,Divorced,40k − 60K,Blue,-0.9927857943645232,4,2,3
789370383,0,-0.539637552757456,7.939871576361883,1.4459247648902822,7.204892510204673,0.657,M,1,High School,Married,40k − 60K,Blue,-0.4919106407592861,4,2,2
713023158,0,-0.9138695254188788,7.972810784121404,1.6794670846394983,8.352082671352637,0.739,F,2,College,Married,40k − 60K,Blue,-0.6171294291605954,3,1,2
715708308,0,0.9572903378882354,7.655390644826152,1.249216300940439,7.198931240688173,0.755,F,3,Doctorate,Married,40k − 60K,Blue,0.3846208780498788,3,1,3
805313808,1,0.7078023561139535,8.989444293202451,0.1050156739811912,7.786967002614872,0.017,F,3,High School,Married,40k − 60K,Blue,1.386371185260353,2,2,3
816615633,0,0.0840824016782487,8.08825472712243,1.5948275862068966,8.864322722511439,0.625,F,2,Doctorate,Married,40k − 60K,Blue,0.7602772432538066,2,3,1
743800833,0,0.8325463470010944,7.742402021815782,0.896551724137931,8.412943170042439,0.497,F,3,College,Married,40k − 60K,Blue,1.2611523968590437,2,1,1
780040758,0,-0.7891255345317377,7.8655717576847906,1.4247648902821315,7.6004023345004,0.698,F,4,College,Married,40k − 60K,Blue,-1.4936609479697602,5,3,2
713214558,0,0.7078023561139535,7.873978379604501,1.7202194357366771,8.190908881182514,0.835,M,2,Graduate,Married,60K - 80K,Blue,0.6350584548524973,4,3,3
824807658,0,-0.1654055800960331,9.116688815894728,1.9412225705329156,7.122059881629142,0.272,M,3,Graduate,Married,60K - 80K,Blue,0.6350584548524973,6,3,3
714578283,0,0.0840824016782487,7.627057417018934,0.0,7.1569563646156364,0.0,M,1,Graduate,Married,60K - 80K,Blue,0.1341833012472602,6,3,0
714933783,0,0.5830583652268125,9.04911472347696,0.0,8.236155661683124,0.0,M,2,Graduate,Married,60K - 80K,Blue,0.1341833012472602,5,1,4
735565158,0,-0.0406615892088921,9.978038283800425,0.9247648902821316,7.366445148327599,0.055,M,4,Graduate,Married,60K - 80K,Blue,-0.3666918523579768,6,2,2
759823158,0,-0.0406615892088921,8.589327789175437,1.8213166144200628,7.350516171833998,0.432,M,1,Graduate,Married,60K - 80K,Blue,0.3846208780498788,4,3,3
779980758,0,1.4562663014367991,7.810758116529357,0.9216300940438872,8.464635940677562,0.477,M,2,High School,Divorced,60K - 80K,Blue,1.2611523968590437,6,2,0
714334383,0,0.9572903378882354,8.183955717304954,0.0,6.970730078143525,0.0,M,2,Graduate,Married,60K - 80K,Blue,0.7602772432538066,6,2,0
735008958,0,-0.539637552757456,9.521494800613103,0.981974921630094,7.440146680662688,0.092,M,5,Graduate,Married,60K - 80K,Blue,-0.1162542755553582,6,3,2
788485908,0,-0.290149570983174,8.736168065858228,0.0,7.288244401020124,0.0,M,3,Graduate,Married,60K - 80K,Blue,0.1341833012472602,3,2,3
780095808,0,-0.4148935618703149,7.858640655620791,1.3079937304075235,6.959398512133975,0.645,M,3,Graduate,Divorced,60K - 80K,Blue,-0.7423482175619047,3,2,1
708434733,0,1.2067783196625173,8.815073088844464,1.7938871473354232,7.130098510125578,0.34,M,1,Graduate,Married,60K - 80K,Blue,1.7620275504642808,6,3,3
788370258,0,-1.1633575071931606,7.8547691834991324,1.9725705329153604,7.512071245835466,0.976,M,4,Graduate,Married,60K - 80K,Blue,-0.7423482175619047,5,3,2
714987633,0,-0.539637552757456,8.507748732588238,1.597962382445141,8.300528606199737,0.412,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,2,3
714528258,0,-0.0406615892088921,8.101374671228582,0.6818181818181818,8.497806477616047,0.264,M,2,Graduate,Divorced,60K - 80K,Blue,0.3846208780498788,3,1,1
709764483,1,1.8304982740982216,8.72534492491121,0.4553291536050157,8.304247465078474,0.094,M,1,Graduate,Married,60K - 80K,Blue,2.137683915668209,1,1,2
713552958,0,-0.4148935618703149,9.455088847042775,1.2829153605015673,9.604609707323611,0.128,M,5,Graduate,Married,60K - 80K,Blue,-0.9927857943645232,1,3,1
713325108,0,-1.2881014980803016,8.950532836290382,1.9725705329153604,7.520234556474628,0.326,M,2,Post-Graduate,Married,60K - 80K,Blue,-0.8675670059632139,5,3,3
711305208,0,0.7078023561139535,9.601368432286575,0.8526645768025078,8.378850241794492,0.074,M,2,Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,3,4
708170508,1,-1.0386135163060195,7.271217139609844,0.0,7.409136443920128,0.0,M,2,Graduate,Married,60K - 80K,Blue,0.0089645128459509,2,3,2
721417233,1,-0.1654055800960331,7.271217139609844,0.0,6.563855526532128,0.0,M,2,Graduate,Married,60K - 80K,Blue,-1.368442159568451,3,5,3
779737233,0,0.5830583652268125,9.16837188715368,0.4921630094043887,8.286773231131251,0.065,M,1,Graduate,Married,60K - 80K,Blue,-0.1162542755553582,3,3,2
710202783,0,-1.6623334707417243,7.582229194276461,1.348746081504702,7.228388451573604,0.877,M,2,Graduate,Married,60K - 80K,Blue,-2.8710676203841623,3,3,3
713672208,0,0.4583143743396716,9.9004328918069,0.0,8.114324709155339,0.0,M,1,Doctorate,Divorced,60K - 80K,Blue,-0.3666918523579768,3,5,2
714600258,0,-0.1654055800960331,8.690305809124883,1.579153605015674,8.201111644442758,0.339,M,2,Post-Graduate,Married,60K - 80K,Blue,0.0089645128459509,1,2,2
709381383,0,0.3335703834525306,7.990238185720363,1.9725705329153604,8.250620082174692,0.853,M,4,Graduate,Married,60K - 80K,Blue,0.0089645128459509,4,6,2
710231433,0,1.2067783196625173,8.04237800517328,1.8636363636363635,8.130059039992796,0.765,M,1,Uneducated,Married,60K - 80K,Blue,0.8854960316551159,5,1,4
708720558,0,-0.290149570983174,8.409385238781931,0.0,8.235625719964311,0.0,M,3,College,Married,60K - 80K,Blue,-0.7423482175619047,5,2,0
710620383,0,-0.4148935618703149,10.102174463416349,0.9177115987460815,6.872128101338986,0.048,M,4,Graduate,Married,60K - 80K,Blue,-0.1162542755553582,6,3,2
816513108,0,0.9572903378882354,8.569595870209286,0.8612852664576802,7.693937325509272,0.209,M,4,Graduate,Married,60K - 80K,Blue,1.6368087620629717,3,1,2
721043058,0,1.4562663014367991,9.39349491507403,1.6841692789968652,7.438383530044307,0.179,M,4,Graduate,Married,60K - 80K,Blue,1.010714820056425,5,1,3
721379433,0,-0.290149570983174,9.33591519488425,0.0,7.112327444710911,0.0,M,4,Graduate,Married,60K - 80K,Blue,-0.9927857943645232,6,2,3
712866933,0,0.5830583652268125,9.289521169850625,0.0,8.216088098632316,0.0,M,2,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,6,3,4
778284783,0,-0.290149570983174,7.934155233536322,1.5509404388714734,8.43750042250699,0.709,M,5,Graduate,Married,60K - 80K,Blue,-0.2414730639566675,5,3,2
719213133,0,0.8325463470010944,7.796469243086058,1.2178683385579938,8.207946941048617,0.639,M,1,Graduate,Married,60K - 80K,Blue,0.6350584548524973,4,1,2
719701383,0,-0.290149570983174,8.55159461813357,0.0,9.568294497413296,0.0,M,4,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,4,3,3
758211483,0,-0.1654055800960331,8.838551790227402,1.8134796238244515,9.08000387024818,0.336,M,5,Graduate,Married,60K - 80K,Blue,0.2594020896485695,1,2,3
788896983,0,0.8325463470010944,8.978156076009824,0.962382445141066,7.337587743538596,0.155,M,2,Graduate,Married,60K - 80K,Blue,0.2594020896485695,6,3,2
720693033,1,-1.6623334707417243,9.09661160664784,0.1316614420062695,6.608000625296087,0.019,M,1,Graduate,Married,60K - 80K,Blue,0.0089645128459509,1,3,4
721169883,0,-0.6643815436445969,8.517593111437565,1.524294670846395,9.690356211348645,0.389,M,5,College,Married,60K - 80K,Blue,-0.6171294291605954,1,3,2
826780683,0,-0.7891255345317377,9.616338671246003,0.0,8.279697133877628,0.0,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,2,2
713550483,0,-0.1654055800960331,9.067624069774588,1.512539184952978,9.530029703062944,0.223,M,4,Graduate,Married,60K - 80K,Blue,-0.3666918523579768,1,5,1
709550958,0,0.5830583652268125,8.872487182278038,0.0,7.896924656268864,0.0,M,3,Graduate,Married,60K - 80K,Blue,-0.4919106407592861,3,1,4
709405758,0,-1.2881014980803016,7.555381944240273,0.9537617554858934,7.583247524303362,0.637,M,2,Graduate,Married,60K - 80K,Blue,-0.9927857943645232,4,3,2
711327558,0,-1.0386135163060195,7.937731775260109,1.5517241379310345,7.377758908227872,0.707,M,2,High School,Married,40k − 60K,Blue,0.0089645128459509,3,3,1
714753258,0,-1.5375894798545835,7.774435510302958,1.553291536050157,7.994969522697877,0.833,M,2,Graduate,Married,60K - 80K,Blue,0.0089645128459509,5,2,4
711786108,0,0.7078023561139535,8.880029117468442,1.578369905956113,7.055312843339752,0.28,M,1,Graduate,Married,60K - 80K,Blue,0.8854960316551159,3,3,2
779078733,0,1.0820343287753762,9.7066816015412,1.318181818181818,7.364547014255642,0.102,M,2,Doctorate,Married,60K - 80K,Blue,0.0089645128459509,3,4,3
710369658,0,0.4583143743396716,8.09437844497296,1.8440438871473357,8.409162447202533,0.718,M,3,Graduate,Married,60K - 80K,Blue,0.0089645128459509,4,3,2
771872733,0,-1.0386135163060195,8.245121966478605,1.1920062695924765,8.448057452581375,0.399,M,0,Graduate,Married,60K - 80K,Blue,-1.243223371167142,5,2,1
778459833,0,-0.539637552757456,9.382611592916636,1.5869905956112853,7.489412083508719,0.17,M,5,Graduate,Married,60K - 80K,Blue,-1.1180045827658325,3,2,3
709426608,0,1.2067783196625173,8.565602330623925,1.4231974921630095,7.742835955430749,0.346,M,1,Doctorate,Married,60K - 80K,Blue,1.2611523968590437,5,2,4
711365133,0,-0.4148935618703149,7.733245646529795,1.152037617554859,8.536995818712418,0.644,M,1,Graduate,Single,60K - 80K,Blue,-0.6171294291605954,4,3,1
713828208,0,0.0840824016782487,9.025335217553026,0.0,7.546974117516527,0.0,M,2,Uneducated,Married,60K - 80K,Blue,0.0089645128459509,6,2,1
713279808,0,0.8325463470010944,8.633908991112198,1.0266457680250785,7.504391559161238,0.233,M,2,Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,3,3
719320833,0,-0.9138695254188788,8.607216694063826,1.6112852664576802,7.596894438144544,0.376,M,2,Post-Graduate,Married,60K - 80K,Blue,0.0089645128459509,6,3,2
710371683,0,0.5830583652268125,8.146419323098003,1.572100313479624,8.318010277546872,0.581,M,4,Doctorate,Married,60K - 80K,Blue,0.0089645128459509,2,1,2
773140683,0,0.5830583652268125,8.241966560231802,0.9420062695924764,8.340694647925071,0.317,M,0,Graduate,Married,60K - 80K,Blue,0.8854960316551159,4,1,2
709179708,0,-0.7891255345317377,8.038834757787749,0.0,8.19478163844336,0.0,M,2,Graduate,Divorced,60K - 80K,Blue,0.0089645128459509,3,1,2
718121658,1,1.2067783196625173,7.440733707389261,0.0,6.492239835020471,0.0,M,1,College,Married,60K - 80K,Blue,1.010714820056425,5,3,3
711473058,0,-0.290149570983174,9.36314729221994,1.072100313479624,8.261009786023827,0.117,M,4,Graduate,Divorced,60K - 80K,Blue,-0.4919106407592861,6,3,2
789172683,0,1.2067783196625173,7.733245646529795,1.1206896551724137,7.462214939768189,0.626,M,2,Doctorate,Married,60K - 80K,Blue,1.1359336084577345,6,2,0
